Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
HEI-A,HEICO Corporation,Industrials,Aerospace & Defense,USA,21110000000,54.71,139.5,0.0129,389886,New High,1,-,2.55,9.58,82130000,2.66,43.59,3.2,0.1,74260000.0,10.9,,,0.69,98.07,11.7,2210000000.0,9.56,11.8,,620000.0,4.37,19.08,7.31,12.3,,140.0,17.62,,,,,102.33,139.30,16.4,0.2,,2.3,,0.14,,0.14,,,,36.32,2.51,6500,,19.7,,70.4,1.6,1.84,False,,12.9,,1.68,137.73,True,,20.87,232200,,3.78,9.7,15.62,2023-02-20 12:15:00,0.84,2.68,,
VGR,Vector Group Ltd.,Consumer Defensive,Tobacco,USA,2200000000,16.1,14.39,0.0148,866512,New High,1,-,0.89,2.3,152860000,13.49,10.13,1.42,24.2,131039999.99999999,17.37,136600000.0,1.94,0.27,63.5,32.99,1390000000.0,1.58,12.0,1.81,2870000.0,35.12,-5.39,,10.08,,15.5,23.1,3.28,4.38,8.3,,8.64,14.34,21.33,0.8,,14.1,42.4,0.35,1.11,5.56,1.6,6.3,31.5,66.55,0.33,500,1.8,26.6,,78.75,3.94,2.21,True,,31.0,,1.13,14.18,True,,,768530,1.5,11.9,17.74,30.93,2023-02-20 12:15:00,2.19,3.74,2023-02-16,BMO
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,USA,53750000000,26.07,873.01,0.0128,584531,New High,1,"NDX, S&P 500",33.49,0.6,63290000,5.78,21.27,41.05,20.77,61840000.0,9.99,2170000000.0,2.49,8.01,85.6,4.68,14410000000.0,3.73,32.1,2.9,800000.0,18.5,-19.05,,11.34,17.9,902.6,28.68,1.09,801.06,10.45,315.6,562.9,870.92,3.43,,22.05,23.7,61.2,0.24,0.89,,0.1,9.2,51.2,55.09,18.71,68679,0.7,9.2,20.1,68.88,1.97,2.35,True,,13.6,14.8,1.25,862.00,True,,0.0,469310,2.1,7.62,6.46,18.8,2023-02-20 12:15:00,1.29,1.7,2023-02-08,AMC
ETN,Eaton Corporation plc,Industrials,Specialty Industrial Machinery,Ireland,69240000000,28.54,175.24,0.006500000000000001,1681743,New High,1,S&P 500,6.14,0.2,398400000,2.53,19.22,9.12,5.42,396200000.0,15.4,2460000000.0,3.21,1.77,85.1,8.35,20750000000.0,3.34,53.0,0.19,4440000.0,14.27,40.33,4.35,9.96,6.7,178.35,11.6,1.31,133.68,8.88,14.1,122.5,175.61,11.65,3.24,,4.9,9.2,0.21,1.15,1.85,0.8,0.1,33.2,43.05,3.74,85947,1.3,7.9,15.5,68.86,1.98,2.36,True,0.56,3.1,11.1,1.01,174.11,True,0.5,54.2,1660000,2.2,6.24,8.75,19.01,2023-02-20 12:15:00,1.12,2.68,2023-02-08,BMO
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,USA,27050000000,23.3,530.0,-0.0029,419665,New High,1,S&P 500,22.75,0.1,51130000,2.76,21.88,24.23,51.7,50170000.0,8.58,1190000000.0,1.95,5.61,96.8,21.68,9710000000.0,2.79,478.2,1.4,1460000.0,29.51,37.59,14.1,5.81,23.8,526.76,38.89,4.91,107.92,11.96,68.3,330.8,532.00,12.99,,28.47,22.5,64.3,0.38,1.31,,0.4,12.2,39.7,60.22,8.49,16500,1.6,17.2,16.1,69.35,1.39,1.6,True,0.0,35.6,12.3,0.70,531.56,True,0.0,0.0,600180,2.2,2.89,8.27,24.45,2023-02-20 12:15:00,2.91,2.44,2022-12-01,AMC
DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,USA,1450000000,14.16,49.57,-0.0074,194328,New High,1,-,3.5,2.8,29800000,1.85,13.9,3.57,2.38,27930000.0,19.97,117200000.0,1.42,0.73,95.3,34.3,898700000.0,1.62,642.5,4.06,900000.0,14.53,11.12,4.46,5.38,13.3,46.67,33.11,0.37,134.57,10.0,33.4,24.6,50.23,28.25,,14.5,18.1,31.6,1.31,1.66,,,0.2,57.0,101.5,1.07,2185,1.1,23.8,18.1,75.68,2.12,2.33,True,0.6,48.9,13.0,0.98,49.94,True,0.59,0.0,198520,2.3,5.33,17.7,34.15,2023-02-20 12:15:00,3.22,4.53,2023-02-21,BMO
PTHRU,"Pono Capital Three, Inc.",Financial,Shell Companies,USA,107110000,,10.2,0.0029,131084,New High,1,-,,,10510000,0.49,,,,,,,,,,,,,,,,,0.01,1133.33,,,,,,,,,10.14,10.18,0.49,,,,,0.2,,,,,,0.59,0.02,0,,,,,0.21,,False,,,,0.09,10.17,True,,,1440000,,0.39,0.39,0.39,2023-02-20 12:15:00,,,,
ZGN,Ermenegildo Zegna N.V.,Consumer Cyclical,Apparel Manufacturing,Italy,3330000000,,13.34,-0.028399999999999998,362416,New High,1,-,-0.66,77.26,237310000,7.93,29.64,0.45,0.0,55200000.0,17.43,-160100000.0,,0.17,9.9,21.6,1510000000.0,2.2,168.9,22.02,2080000.0,21.16,2.84,4.7,55.2,,12.98,34.61,2.87,4.65,18.71,,8.89,13.86,27.41,0.37,,,7.5,3.75,,2.77,1.1,,49.7,50.06,0.56,5830,1.6,81.2,,67.41,7.03,4.67,False,1.58,116.4,,1.33,13.73,True,1.02,,273160,2.2,11.04,18.92,23.86,2023-02-20 12:15:00,3.78,7.63,,
MSGS,Madison Square Garden Sports Corp.,Communication Services,Entertainment,USA,4540000000,85.55,190.43,0.0022,165478,New High,1,-,2.23,1.2,24130000,1.9,102.55,1.86,0.0,15650000.0,7.09,54300000.0,5.06,2.02,81.5,27.49,890800000.0,5.09,462.3,2.38,370000.0,16.77,-16.07,,43.84,4.1,229.25,10.44,1.84,103.37,16.9,24.5,130.49,191.40,3.87,,24.61,21.9,59.3,0.51,0.91,,0.4,9.0,48.8,45.93,3.45,467,0.4,22.1,11.3,67.94,1.6,1.83,True,,30.0,6.1,0.94,190.01,True,,0.0,175670,1.8,3.61,7.27,21.57,2023-02-20 12:15:00,2.35,2.09,2023-02-07,BMO
SXC,"SunCoke Energy, Inc.",Basic Materials,Coking Coal,USA,811640000,8.21,9.78,0.0051,586705,New High,1,-,1.19,0.1,83900000,3.27,14.38,0.68,0.0,82640000.0,8.07,100700000.0,1.03,0.18,87.6,18.55,1970000000.0,0.41,36.1,2.33,1680000.0,36.4,6.86,1.43,10.53,5.0,11.0,27.01,0.71,13.69,8.0,15.6,5.72,9.82,13.33,0.32,10.75,18.3,8.2,0.41,1.25,3.27,0.8,3.5,18.6,70.98,0.27,279,1.8,41.0,7.7,67.88,2.51,2.87,True,0.98,78.1,4.2,0.63,9.73,True,0.98,24.0,924250,2.0,5.05,9.98,28.45,2023-02-20 12:15:00,2.03,1.81,2023-02-02,BMO
DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USA,7750000000,23.32,64.27,0.0089,325713,New High,1,-,2.76,0.5,122600000,1.79,20.34,3.16,12.04,120390000.0,9.04,343000000.0,2.33,0.69,82.9,6.42,3390000000.0,2.28,18.8,0.31,860000.0,13.37,9.42,6.82,5.83,13.6,63.5,18.4,1.33,48.15,10.0,30.3,46.0,64.23,9.17,0.92,63.59,8.9,19.0,0.06,1.22,1.43,1.5,6.9,32.3,39.72,1.06,14000,2.3,11.4,13.4,64.25,1.51,1.69,True,0.52,15.3,10.1,0.78,63.70,True,0.52,32.3,417910,2.5,2.92,5.71,17.18,2023-02-20 12:15:00,0.71,2.05,2023-03-01,BMO
IOSP,Innospec Inc.,Basic Materials,Specialty Chemicals,USA,2840000000,21.88,115.31,0.0058,92653,New High,1,-,5.27,0.1,24790000,5.16,17.19,6.71,3.15,24460000.0,3.64,131400000.0,2.92,1.4,99.6,4.25,1870000000.0,1.52,223.4,0.24,210000.0,11.83,43.95,2.62,7.45,8.1,121.5,16.08,4.08,28.25,7.5,12.3,83.13,115.77,12.1,1.28,153.46,2.4,8.8,0.4,1.16,1.11,1.2,10.9,29.4,38.71,2.47,1900,2.2,36.4,9.4,63.67,2.38,2.11,True,0.0,64.7,7.0,1.05,114.65,True,0.0,23.0,88300,2.5,2.81,6.36,15.17,2023-02-20 12:15:00,0.87,2.4,2023-02-21,AMC
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,USA,14390000000,30.73,100.48,0.004699999999999999,1296158,New High,1,S&P 500,3.27,0.5,144000000,1.22,22.5,4.47,6.84,139580000.0,5.06,473600000.0,0.76,0.98,91.5,21.48,4510000000.0,3.19,36.3,0.72,2760000.0,22.43,3.98,25.25,13.21,11.0,106.67,49.68,2.93,34.31,40.5,103.2,49.71,100.77,12.44,1.12,47.08,9.1,10.3,0.29,0.51,1.11,1.1,5.3,25.1,102.13,1.74,8000,2.0,26.8,15.5,63.1,1.44,1.59,True,4.79,221.0,10.5,0.86,100.01,True,4.71,29.6,1500000,1.9,1.94,6.89,24.06,2023-02-20 12:15:00,1.97,1.83,2023-01-05,BMO
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,USA,10070000000,23.77,176.29,0.011000000000000001,598516,New High,1,-,7.42,0.2,57820000,2.29,20.23,8.71,27.29,56400000.0,14.25,437500000.0,1.61,1.9,76.1,18.79,3670000000.0,2.74,34.5,0.96,1990000.0,19.29,15.99,11.03,6.0,16.3,164.14,37.69,2.47,71.25,14.8,49.1,118.17,176.18,22.01,2.56,54.54,9.6,17.5,0.06,1.15,1.45,0.9,7.3,33.9,49.18,2.92,11000,1.7,16.0,14.9,73.58,1.52,1.73,True,0.84,252.9,11.9,1.77,174.38,True,0.77,29.2,337690,2.2,4.87,12.79,25.51,2023-02-20 12:15:00,3.52,5.88,2023-02-21,BMO
PAC,"Grupo Aeroportuario del Pacifico, S.A.B. de C.V.",Industrials,Airports & Air Services,Mexico,8150000000,20.27,193.74,0.0007000000000000001,46960,New High,1,-,9.56,15.0,50540000,3.36,24.87,7.79,0.0,34040000.0,11.05,486500000.0,1.72,2.33,17.2,17.13,1330000000.0,6.14,208.3,4.06,130000.0,26.83,18.12,10.69,9.4,15.5,174.76,26.14,20.75,9.34,11.8,49.7,119.31,195.18,34.72,7.29,29.77,13.1,16.4,0.74,1.3,3.76,1.8,11.4,,62.38,4.38,2241,1.8,27.6,52.5,70.8,2.07,2.5,False,2.01,51.9,36.7,0.76,193.60,True,1.83,0.0,61870,2.9,5.51,15.21,28.11,2023-02-20 12:15:00,0.37,2.05,,
HEES,"H&E Equipment Services, Inc.",Industrials,Rental & Leasing Services,USA,1850000000,18.04,51.46,0.012199999999999999,214179,New High,1,-,2.85,7.9,36460000,3.71,12.63,4.07,0.53,31720000.0,8.45,104300000.0,0.57,1.0,78.4,24.81,1170000000.0,1.57,229.2,1.51,780000.0,46.28,9.81,5.25,25.17,6.2,59.17,31.75,6.15,8.37,31.4,41.2,26.12,51.84,13.35,1.1,10.1,9.7,7.2,0.73,2.07,2.14,,1.7,43.8,97.01,1.31,2157,,17.8,16.3,63.82,2.61,2.53,True,3.47,54.7,11.4,0.91,50.84,True,3.47,29.8,236540,1.6,2.44,8.33,39.21,2023-02-20 12:15:00,2.44,3.28,2023-02-22,BMO
STBA,"S&T Bancorp, Inc.",Financial,Banks - Regional,USA,1470000000,13.69,38.32,0.0175,152901,New High,1,-,2.8,0.5,38940000,2.0,10.66,3.6,0.0,38250000.0,18.38,109300000.0,1.37,0.97,64.0,2.3,288900000.0,5.08,424.6,0.45,710000.0,18.56,29.62,1.29,5.37,1.2,37.5,21.81,,,10.0,9.3,26.51,38.39,12.11,1.28,6.26,6.6,17.1,0.18,0.77,3.34,,4.9,,44.55,0.82,1160,,25.1,93.4,67.32,1.72,2.35,True,0.06,36.2,37.8,0.98,37.66,True,0.06,41.8,156460,3.0,6.57,9.69,19.67,2023-02-20 12:15:00,1.86,4.56,2023-01-26,BMO
INT,World Fuel Services Corporation,Energy,Oil & Gas Refining & Marketing,USA,1870000000,17.31,30.02,-0.0073,329845,"['Channel Up', 'New High']",2,-,1.73,0.2,62000000,1.28,12.56,2.39,0.0,59830000.0,7.95,108700000.0,3.46,0.48,95.0,7.79,55110000000.0,0.03,32.0,0.89,1310000.0,5.52,31.29,0.96,20.71,1.4,33.0,5.56,4.49,6.68,5.0,5.6,19.29,30.36,9.84,0.56,22.81,8.5,4.8,1.12,1.27,1.87,0.9,3.0,1.9,55.62,0.75,4414,1.1,87.5,0.4,63.25,2.54,2.36,True,0.37,99.0,0.2,0.87,30.24,True,0.36,28.7,377910,1.0,4.08,7.64,16.52,2023-02-20 12:15:00,2.19,3.47,2023-02-23,AMC
HERA,FTAC Hera Acquisition Corp.,Financial,Shell Companies,USA,1110000000,46.51,10.19,0.0005,130799,New High,1,-,0.22,1.1,108830000,0.1,,,0.0,85660000.0,0.44,23900000.0,,,91.0,1.75,,,,3.6,10000.0,3.3,7.57,1.35,,2.8,,4.57,0.0,11079.24,,2.9,9.72,10.19,0.74,,,,,0.05,,,1.4,,,4.78,0.01,0,1.4,,,75.31,0.16,0.11,False,0.0,16.2,,0.18,10.18,True,0.0,0.0,729670,,0.25,0.64,2.52,2023-02-20 12:15:00,0.02,0.02,,
PKX,POSCO Holdings Inc.,Basic Materials,Steel,South Korea,21680000000,4.88,64.04,-0.0033,386463,New High,1,-,13.11,9.3,303400000,7.83,,,0.0,303400000.0,4.78,4110000000.0000005,,,3.6,19.14,67340000000.0,0.32,327.5,0.08,720000.0,32.78,139.99,0.46,,5.3,74.52,8.21,48.26,1.33,6.3,10.1,36.53,64.64,17.57,3.97,6.37,39.0,9.0,0.93,1.18,6.2,1.4,7.5,12.0,75.31,1.31,36619,2.0,2.5,8.2,63.89,1.51,1.46,True,0.54,78.7,6.1,2.12,64.25,True,0.26,0.0,182630,1.0,3.88,9.64,26.64,2023-02-20 12:15:00,0.24,3.94,,
INTA,"Intapp, Inc.",Technology,Software - Application,USA,2450000000,,38.97,0.012199999999999999,261067,"['New High', 'Recent Insider Selling']",2,-,-1.44,11.2,63290000,14.58,259.8,0.15,9.39,55780000.0,38.73,-90100000.0,,0.0,81.4,76.81,309400000.0,7.93,53.4,0.5,290000.0,155.71,4.0,9.74,212.5,18.5,36.29,71.75,0.82,47.56,25.3,35.5,13.52,39.46,56.26,,129.18,,38.5,1.24,,,0.6,,66.0,188.24,1.65,946,0.6,30.9,29.1,78.63,5.93,4.94,True,0.0,21.5,29.1,1.72,38.50,True,0.0,,151690,1.6,22.05,39.73,87.98,2023-02-20 12:15:00,0.51,1.89,2023-02-06,AMC
ACGL,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,24850000000,17.82,67.81,0.0106,3121776,New High,1,S&P 500,3.81,0.9,365190000,5.59,10.32,6.57,2.2,358480000.0,6.97,1440000000.0,1.01,1.48,90.7,19.98,9500000000.0,2.62,57.3,0.11,6650000.0,41.77,30.03,2.26,12.37,3.5,75.2,42.31,2.22,30.54,17.6,13.4,41.05,68.23,8.01,,7.7,24.1,11.1,0.62,0.76,,,14.9,,65.19,1.32,5200,,20.5,13.2,68.12,2.29,2.12,True,0.25,98.1,16.7,1.72,67.10,True,0.25,0.0,1820000,1.8,5.71,7.66,31.39,2023-02-20 12:15:00,1.86,3.67,2023-02-13,AMC
SIGI,"Selective Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA,6140000000,28.89,102.31,0.0051,279439,New High,1,-,3.54,0.8,60400000,2.35,13.77,7.43,10.62,58910000.0,13.99,215700000.0,2.16,1.58,86.5,11.67,3590000000.0,1.71,45.5,3.05,1050000.0,23.47,38.54,2.65,16.64,2.1,101.17,30.63,0.0,,13.4,9.1,66.81,103.54,15.46,1.2,8.66,2.2,10.1,1.19,0.64,1.17,,7.7,,53.14,2.56,2520,,9.4,9.5,65.99,1.97,2.87,True,0.22,12.7,6.0,1.04,101.79,True,0.22,31.9,267990,3.0,5.27,9.88,18.71,2023-02-20 12:15:00,1.79,3.93,2023-02-02,AMC
FDUS,Fidus Investment Corporation,Financial,Asset Management,USA,510740000,6.3,20.9,0.013600000000000001,70480,New High,1,-,3.32,1.42,24440000,2.7,9.95,2.1,0.0,24090000.0,5.4,,2.1,0.49,22.11,4.76,90760000.0,5.63,4.0,,130000.0,3.84,19.41,1.08,14.1,,20.42,18.23,,,3.0,,16.14,20.99,9.83,1.44,,7.37,,0.42,,6.89,,,,29.49,0.36,0,,17.7,,66.52,1.84,1.74,True,,59.8,,0.93,20.62,True,,33.68,75410,1.8,2.69,6.24,10.39,2023-02-20 12:15:00,0.54,1.72,,
BBSI,"Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,USA,685260000,15.56,99.17,0.0068000000000000005,48409,New High,1,-,6.37,2.1,7040000,3.86,14.15,7.01,2.24,6770000.0,3.97,46400000.0,1.04,1.53,88.1,4.32,1040000000.0,0.66,13.8,1.76,90000.0,15.92,24.36,4.07,8.65,6.2,113.25,64.98,19.13,5.18,15.0,25.1,57.76,100.79,6.31,1.2,34.61,14.4,14.8,1.61,1.33,1.21,1.3,2.6,22.1,71.69,2.53,121660,1.3,10.9,5.5,58.75,2.87,2.57,True,0.0,24.7,4.5,0.97,98.50,True,0.0,18.6,49990,1.5,2.46,4.05,17.41,2023-02-20 12:15:00,1.34,1.82,2023-03-01,AMC
USFD,US Foods Holding Corp.,Consumer Defensive,Food Distribution,USA,8610000000,41.17,39.61,0.0347,5297401,"['New High', 'Unusual Volume']",2,-,0.96,0.3,225000000,8.67,12.61,3.14,19.31,217080000.0,10.15,228000000.0,1.89,0.41,99.72,15.15,34060000000.000004,0.25,146.6,0.19,3070000.0,22.48,17.45,2.27,22.3,1.2,44.86,0.84,1.68,23.52,21.73,4.2,25.49,39.73,16.43,,,12.2,3.9,0.3,1.48,,0.8,5.2,16.1,55.39,0.94,28000,1.4,13.0,1.3,69.46,3.06,2.45,True,1.31,63.0,0.5,3.94,38.28,True,1.23,0.0,1340000,2.0,5.9,9.14,21.81,2023-02-20 12:15:00,1.42,2.29,2023-02-16,BMO
AVTA,"Avantax, Inc.",Financial,Asset Management,USA,1420000000,467.34,29.91,0.0139,1062352,New High,1,-,0.06,0.1,48010000,3.42,12.27,2.44,0.0,47240000.0,11.6,3100000.0,31.16,-0.03,95.3,24.52,666500000.0,2.13,87.5,1.3,730000.0,28.81,7.74,3.86,33.68,,34.0,51.44,1.92,15.59,15.0,,15.69,30.22,17.16,,,2.31,4.8,1.01,1.26,,2.5,7.6,33.2,90.63,0.66,1100,2.5,1.7,,73.41,2.05,2.06,True,1.4,113.3,,2.55,29.50,True,1.4,,416710,1.7,4.29,12.64,38.17,2023-02-20 12:15:00,1.55,1.76,2023-02-15,AMC
NGVT,Ingevity Corporation,Basic Materials,Specialty Chemicals,USA,3350000000,15.62,90.75,0.012,185841,New High,1,-,5.81,0.1,37840000,3.35,13.04,6.96,6.33,37050000.0,15.77,225300000.0,2.52,0.87,93.4,17.64,1620000000.0,2.07,32.5,2.71,780000.0,21.98,16.75,5.42,10.42,9.4,96.57,36.16,1.96,46.35,6.2,34.0,56.31,90.78,28.83,,20.92,28.8,6.1,0.03,1.84,,1.3,8.9,35.2,61.16,2.21,1850,2.2,27.9,17.7,69.84,2.46,2.61,True,1.82,,13.9,1.07,89.67,True,1.82,0.0,174350,2.0,6.85,16.14,28.73,2023-02-20 12:15:00,2.1,4.47,2023-02-27,AMC
COWN,Cowen Inc.,Financial,Capital Markets,USA,1090000000,9.95,38.95,0.0003,659435,"['Earnings Before', 'New High']",2,-,3.91,7.8,28040000,0.1,8.91,4.37,0.0,26160000.0,0.41,121700000.0,1.0,0.69,99.9,0.96,1620000000.0,0.67,24.7,9.12,7970000.0,1.04,37.56,1.04,25.79,1.7,46.0,20.93,32.48,1.2,10.0,14.0,21.36,38.98,0.85,0.48,14.76,61.9,6.0,0.08,1.45,1.23,,35.0,75.8,82.35,0.07,1534,,0.3,10.9,62.58,0.16,0.17,True,3.18,64.5,9.0,1.38,38.94,True,0.18,8.5,479230,3.0,0.15,0.51,11.11,2023-02-20 12:15:00,30.48,16.64,2023-02-17,BMO
CDW,CDW Corporation,Technology,Information Technology Services,USA,29010000000,26.3,213.93,-0.0015,1073657,New High,1,S&P 500,8.13,0.1,135300000,4.03,18.74,11.42,3.35,134860000.0,8.43,1110000000.0,1.81,2.27,97.2,16.98,23750000000.0,1.22,29.2,1.36,1610000.0,14.33,9.8,21.83,9.57,7.5,217.69,15.34,2.84,75.42,14.54,100.4,147.91,214.96,19.8,2.36,35.45,22.4,15.1,0.48,1.14,1.1,1.1,8.8,19.7,44.64,4.28,13900,1.3,17.3,6.5,72.25,2.21,2.03,True,4.64,13.6,4.3,1.45,214.25,True,4.6,18.8,739690,1.8,6.32,11.68,21.75,2023-02-20 12:15:00,1.19,2.18,2023-02-08,BMO
TFFP,"TFF Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,34620000,,0.72,-0.24969999999999998,1664482,"['New Low', 'Unusual Volume']",2,-,-1.36,0.6,25450000,20.4,,-0.68,22.48,19030000.0,22.97,-34400000.0,,-0.24,16.7,42.68,200000.0,173.11,37.6,0.55,480000.0,86.71,0.71,1.01,43.0,112.4,14.0,88.96,0.27,2.64,,122.7,0.81,7.70,31.76,,,,,90.69,1.19,,8.2,,,11.54,0.09,4,8.2,0.0,,28.47,10.07,8.31,True,0.0,16.4,,8.89,0.95,True,0.0,,187140,2.0,23.2,26.67,80.02,2023-02-20 12:15:00,2.52,2.56,2022-11-14,AMC
EJH,E-Home Household Service Holdings Limited,Consumer Cyclical,Personal Services,China,60000000,,0.22,-0.09960000000000001,4090604,New Low,1,-,-2.78,0.49,239940000,14.77,,,0.0,238750000.0,45.52,-5400000.0,,,1.2,70.87,63800000.0,0.94,166.0,0.03,330000.0,95.02,32.31,0.01,,7.4,,98.4,0.21,1.09,,9.1,0.24,18.40,47.66,,,21.2,4.2,98.78,,,8.2,12.4,30.4,6.6,0.05,526,8.2,35.7,1.3,29.95,9.54,12.06,False,0.1,171.7,8.5,2.85,0.25,True,0.1,,1440000,,39.29,50.36,93.4,2023-02-20 12:15:00,0.14,0.23,,
JFBR,Jeffs' Brands Ltd,Consumer Cyclical,Internet Retail,Israel,6700000,,0.95,-0.0318,75058,New Low,1,-,-0.63,69.36,6860000,9.02,,,0.0,2100000.0,28.32,-2200000.0,,,4.4,49.4,6900000.0,0.97,,,200000.0,,0.24,4.01,,,,,0.01,66.99,,,0.92,3.30,18.43,,,,15.5,71.33,,,0.0,,26.4,2.85,0.12,0,0.5,91.7,,36.47,9.44,12.0,False,5.71,,,0.46,0.98,True,3.57,,162360,,14.38,20.55,27.17,2023-02-20 12:15:00,9.68,1.25,,
MRDB,MariaDB plc,Technology,Software - Infrastructure,USA,194800000,11.29,2.8,-0.0444,83161,"['Most Volatile', 'New Low']",2,-,0.25,38.43,66480000,14.89,,,0.0,35050000.0,15.92,8199999.999999999,,,90.9,72.08,45790000.0,4.25,,0.05,30000.0,71.69,7.89,0.35,,3.1,,71.19,0.0,1947.96,,3.3,2.8,14.45,29.82,,,,,80.62,,,0.2,,,0.0,0.35,0,0.2,19.7,,25.95,11.13,7.99,False,0.0,63.6,,1.52,2.93,False,0.0,0.0,54850,,18.03,43.39,67.61,2023-02-20 12:15:00,0.08,0.51,,
JUPW,"Jupiter Wellness, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,14700000,,0.52,-0.0679,182720,New Low,1,-,-1.01,23.3,21530000,11.13,,,2.88,15440000.0,16.65,-23600000.0,,,14.4,62.4,6800000.0,2.16,97.1,1.23,280000.0,29.15,0.4,1.29,,161.3,,56.35,0.23,2.26,,199.0,0.52,1.64,33.06,,,,159.0,68.59,,,2.7,,19.9,1.89,0.06,12,2.8,128.6,,26.72,10.59,7.11,False,0.22,55.3,,0.54,0.55,True,0.0,,336630,,16.61,34.82,37.65,2023-02-20 12:15:00,1.81,0.83,,
WATT,Energous Corporation,Technology,Scientific & Technical Instruments,USA,56580000,,0.69,-0.0418,460541,"['New Low', 'Recent Insider Selling']",2,-,-0.39,1.5,77600000,13.25,,-0.3,3.77,76060000.0,22.38,-29600000.0,,-0.07,9.4,32.55,900000.0,62.86,16.5,5.83,2820000.0,54.3,0.38,1.83,3.2,69.4,1.95,45.3,0.37,1.86,,78.1,0.72,1.57,16.9,,,24.5,88.2,55.68,2.62,,8.4,12.2,0.3,3.51,0.04,48,8.5,0.0,,22.29,5.56,3.89,True,0.0,61.1,,2.00,0.73,True,0.0,,229970,1.5,15.91,18.72,33.09,2023-02-20 12:15:00,3.71,12.27,,
SEV,Sono Group N.V.,Consumer Cyclical,Auto Manufacturers,Germany,74700000,,0.85,-0.034300000000000004,2129967,New Low,1,-,-1.69,54.22,86650000,6.28,,-0.77,0.0,38850000.0,13.27,-139000000.0,,-0.3,9.9,31.45,100000.0,746.98,31.8,9.78,2980000.0,75.15,0.35,2.43,40.1,102.5,4.14,86.49,0.42,2.01,,224.1,0.83,8.75,13.69,,,,,90.29,,,2.9,,,1.8,0.07,231,2.9,1625.0,,36.64,5.93,6.35,True,0.26,127.3,,1.66,0.88,True,0.23,,1280000,2.2,11.93,12.47,61.31,2023-02-20 12:15:00,7.66,2.32,,
CNEY,CN Energy Group. Inc.,Basic Materials,Specialty Chemicals,China,16010000,3.5,0.36,-0.0458,1393721,New Low,1,-,0.1,23.86,42420000,9.97,,,0.0,30000000.0,46.24,2200000.0,,,0.2,84.13,40200000.0,0.4,386.7,64.96,1000000.0,83.01,2.77,0.13,,3.1,,81.53,0.41,0.89,,3.8,0.37,2.91,53.22,,,31.7,0.2,87.62,,,2.4,96.6,9.1,2.65,0.14,150,2.4,112.8,1.4,37.82,5.87,18.46,False,0.06,64.7,5.5,0.84,0.38,True,0.01,0.0,1660000,,52.53,54.0,78.67,2023-02-20 12:15:00,3.32,0.6,,
TOPS,Top Ships Inc.,Industrials,Marine Shipping,Greece,8900000,,0.81,-0.0702,2444645,New Low,1,-,-3.83,0.05,20350000,38.54,0.65,1.23,0.0,20340000.0,47.03,-8500000.0,,,0.4,76.39,69900000.0,0.13,24.3,68.0,130000.0,88.16,41.55,0.02,64.7,2.3,,96.2,1.29,0.62,,8.2,0.84,32.80,36.61,,,52.96,0.8,97.55,0.59,,0.4,35.7,97.7,4.15,0.20,1,0.5,19.0,36.7,32.6,19.93,9.68,False,2.76,71.8,12.1,0.49,0.87,True,2.59,,4990000,3.0,38.94,40.18,85.67,2023-02-20 12:15:00,0.64,0.03,,
