Ticker,Company,Sector,Industry,Country,Market_Cap,P_E,Price,Change,Volume,Signals,NoOf_Signals,Index,EPS_(ttm),Insider_Own(%),Shs_Outstand,Perf_Week(%),Forward_P_E,EPS_next_Y,Insider_Trans(%),Shs_Float,Perf_Month(%),Income,PEG,EPS_next_Q,Inst_Own(%),Perf_Quarter(%),Sales,P_S,EPS_this_Y(%),Inst_Trans(%),Short_Interest,Perf_Half_Y(%),Book_sh,P_B,EPS_next_Y_Percentage(%),ROA(%),Target_Price,Perf_Year(%),Cash_sh,P_C,EPS_next_5Y(%),ROE(%),52W_Range_From,52W_Range_To,Perf_YTD(%),Dividend,P_FCF,EPS_past_5Y(%),ROI(%),52W_High(%),Beta,Dividend_%(%),Quick_Ratio,Sales_past_5Y(%),Gross_Margin(%),52W_Low(%),ATR,Employees,Current_Ratio,Sales_Q_Q(%),Oper._Margin(%),RSI_(14),Volatility_W(%),Volatility_M(%),Optionable,Debt_Eq,EPS_Q_Q(%),Profit_Margin(%),Rel_Volume,Prev_Close,Shortable,LT_Debt_Eq,Payout(%),Avg_Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Date,Short_Float_Percentage(%),Short_Float_Ratio,Earnings_Date,Earnings_Timing
ZIVO,"ZIVO Bioscience, Inc.",Healthcare,Biotechnology,USA,30120000,,3.19,0.0646,13211,Top Gainers,1,-,-1.04,8.6,9420000,4.95,,-0.69,2.47,6230000.0,6.82,-9600000.0,,-0.21,5.3,14.06,,,33.0,5.48,50000.0,15.95,0.16,19.96,19.8,145.1,,23.78,0.36,8.86,,253.8,2.16,4.60,27.75,,,19.8,,30.57,0.23,,1.6,,,47.86,0.24,10,1.6,,,53.28,8.36,6.77,False,0.27,11.0,,1.38,3.00,True,0.0,,9580,2.0,0.54,10.73,1.37,2023-02-17,0.77,5.02,,
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Consumer Cyclical,Apparel Retail,USA,154310000,,3.3,0.0645,104787,Top Gainers,1,-,-3.14,3.9,38710000,11.49,10.89,0.3,0.0,37950000.0,10.0,-120500000.0,,-0.11,89.4,40.22,445500000.0,0.35,520.8,2.07,1130000.0,53.72,1.73,1.91,150.41,74.8,8.03,70.32,0.27,12.34,,211.7,2.16,21.29,31.47,,,,21.2,84.5,,,0.4,,45.1,52.78,0.30,736,1.1,0.9,2.0,52.94,8.48,10.31,True,0.28,59.7,27.0,0.78,3.10,True,0.26,,134530,2.1,2.66,14.18,52.34,2023-02-17,2.97,8.38,2022-11-15,AMC
MODD,"Modular Medical, Inc.",Healthcare,Medical Devices,USA,26450000,,2.3,0.0644,11643,"['Most Volatile', 'Top Gainers']",2,-,-1.96,1.0,10910000,9.09,,-1.57,0.0,8060000.000000001,23.33,-16399999.999999998,,-0.35,37.9,31.14,,,130.4,0.32,50000.0,46.51,0.98,2.35,16.3,179.5,7.33,70.89,0.94,2.45,,264.1,1.57,5.43,15.0,,,69.9,,57.64,,,15.8,,,46.5,0.33,25,15.8,,,46.61,11.78,14.78,False,0.0,54.4,,1.70,2.16,True,0.0,,6850,1.5,6.29,8.09,39.31,2023-02-17,0.64,7.49,,
BWMX,"Betterware de Mexico, S.A.P.I. de C.V.",Consumer Cyclical,Specialty Retail,Mexico,340300000,9.12,9.27,0.0636,59221,Top Gainers,1,-,1.02,53.65,37320000,3.75,0.33,28.01,0.0,17300000.0,19.68,38200000.0,,3.78,12.2,32.88,556800000.0,0.61,391.1,34.63,110000.0,14.2,1.32,7.03,41.75,8.8,14.0,40.62,0.68,13.56,,63.6,6.26,20.84,44.47,1.24,,,65.2,55.49,0.89,13.41,0.6,,64.7,48.16,0.32,1272,1.3,33.7,17.2,70.52,2.86,3.84,True,7.24,98.7,6.9,2.34,8.72,True,6.44,77.58,25270,2.0,8.54,22.8,1.85,2023-02-17,0.64,4.38,2023-02-23,AMC
RNA,"Avidity Biosciences, Inc.",Healthcare,Biotechnology,USA,1760000000,,25.65,0.063,764893,"['New High', 'Top Gainers']",2,-,-3.26,5.49,53070000,12.85,,-3.62,5.98,50870000.0,19.75,-162100000.0,,-0.89,99.0,102.29,8300000.000000001,212.46,39.1,1.02,7500000.0,19.8,7.1,3.61,7.7,38.1,43.29,59.61,5.9,4.35,,43.0,9.83,25.65,15.59,,,,31.0,0.0,,,9.7,,,160.94,1.38,125,9.7,13.6,,63.61,5.87,5.73,True,0.0,21.4,,0.38,24.13,True,0.0,,2009999,1.7,8.64,25.34,49.54,2023-02-17,14.74,3.73,2022-11-08,AMC
COCO,"The Vita Coco Company, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,USA,862240000,133.07,16.9,0.0629,510995,"['New High', 'Top Gainers']",2,-,0.13,1.9,55790000,9.03,31.77,0.53,10.11,45120000.0,27.74,7200000.0,5.02,0.05,55.6,59.43,422400000.0,2.04,40.4,3.67,2370000.0,12.37,2.54,6.65,127.35,3.5,15.83,40.02,0.43,39.73,26.5,5.5,7.39,16.57,22.29,,,,15.6,1.99,,,1.8,,24.3,128.69,0.74,281,2.9,7.2,0.6,77.92,5.37,4.84,True,0.07,46.9,1.7,2.70,15.90,True,0.07,,189310,1.7,19.21,22.93,37.0,2023-02-17,5.26,12.55,2022-11-09,BMO
VITL,"Vital Farms, Inc.",Consumer Defensive,Farm Products,USA,673200000,,16.14,0.0625,206348,Top Gainers,1,-,-0.11,19.6,40700000,4.6,63.29,0.26,0.0,26020000.0,4.27,-4300000.0,,0.04,63.2,10.7,329400000.0,2.04,79.0,1.19,1270000.0,17.64,3.8,4.25,162.89,2.2,18.43,3.46,0.45,35.81,,2.8,7.89,18.18,8.18,,,,1.4,11.22,,,2.5,,29.4,104.56,0.70,288,3.0,42.4,1.7,49.97,3.91,4.22,True,0.0,151.3,1.3,1.04,15.19,True,0.0,,198630,2.0,3.09,1.27,26.3,2023-02-17,4.87,6.38,2022-11-03,BMO
SNSE,"Sensei Biotherapeutics, Inc.",Healthcare,Biotechnology,USA,47690000,,1.54,0.0621,26410,Top Gainers,1,-,-1.49,0.3,30720000,6.21,,-1.54,0.0,20600000.0,5.48,-45700000.0,,-0.4,20.9,8.45,,,94.3,0.11,60000.0,25.24,3.71,0.42,3.1,32.1,5.0,63.93,3.76,0.41,,35.1,1.3,4.31,3.36,,,,,64.27,,,14.0,,,18.46,0.09,56,14.0,,,54.14,6.12,5.71,False,0.02,37.9,,0.58,1.45,True,0.01,,45240,1.7,4.5,2.77,9.83,2023-02-17,0.31,1.4,,
ELMD,"Electromed, Inc.",Healthcare,Medical Devices,USA,113110000,60.23,13.37,0.062,58329,"['New High', 'Top Gainers', 'Unusual Volume']",3,-,0.22,4.7,8450000,13.11,22.28,0.6,0.0,6520000.0,29.81,1900000.0,4.02,0.04,36.3,32.25,42300000.0,2.67,0.8,5.83,40000.0,33.03,4.04,3.31,122.22,4.9,16.75,10.04,0.71,18.85,15.0,5.7,8.75,13.00,27.45,,,0.0,6.7,2.85,0.52,,5.0,10.0,75.8,52.8,0.58,156,5.6,7.0,5.8,76.35,5.53,5.03,True,0.0,81.1,4.6,4.24,12.59,True,0.0,,13770,2.0,18.13,25.93,27.89,2023-02-17,0.66,3.11,2023-02-14,AMC
CYTH,"Cyclo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,12310000,,1.2,0.061900000000000004,189885,"['Most Volatile', 'Top Gainers']",2,-,-1.62,3.8,8450000,20.53,,-0.98,1.3,7610000.0,42.03,-13300000.0,,-0.25,4.8,5.51,1800000.0,6.84,59.9,1.03,190000.0,54.89,0.66,1.82,30.5,95.1,5.0,65.62,0.42,2.86,,120.4,0.91,3.80,15.49,,,19.6,90.4,68.42,-0.38,,2.8,1.1,88.3,31.87,0.22,9,2.9,25.0,,33.02,17.18,12.66,False,0.0,16.0,,1.91,1.13,True,0.0,,99430,2.0,27.6,30.33,37.39,2023-02-17,2.46,1.88,,
AGBA,AGBA Group Holding Limited,Financial,Shell Companies,Hong Kong,148630000,,2.25,0.0613,47772,"['Most Volatile', 'Top Gainers']",2,-,-0.08,91.3,4740000,10.67,,,0.0,3860000.0,14.77,-400000.0,,,3.7,52.23,11430000.0,13.0,,0.53,40000.0,80.21,6.39,0.35,,1.0,,79.17,0.0,1486.35,,1.3,1.4,11.81,46.1,,,,,80.95,0.27,,0.0,,,60.36,0.39,0,0.0,43.4,,46.75,10.78,12.81,False,0.17,330.6,,0.27,2.12,True,0.0,,178680,,3.44,3.9,73.27,2023-02-17,1.16,0.25,,
OPAL,OPAL Fuels Inc.,Utilities,Utilities - Regulated Gas,USA,1420000000,82.7,8.27,0.0603,123796,Top Gainers,1,-,0.1,38.2,38900000,15.99,14.87,0.56,4.26,20650000.0,15.66,2900000.0,,0.05,72.8,6.44,229970000.0,6.18,,11.04,120000.0,13.85,7.45,1.11,3170.59,0.9,12.8,16.04,0.0,7108.89,,1.0,5.82,12.35,13.6,,,,,33.05,,,7.4,,,42.22,0.38,273,7.4,41.0,,69.69,5.53,4.41,False,0.0,128.3,,1.15,7.80,True,0.0,,107670,1.6,14.35,15.72,6.22,2023-02-17,0.61,1.16,2022-11-14,AMC
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,USA,40340000,,1.76,0.0602,10566,"['Most Volatile', 'Top Gainers']",2,-,-0.61,31.12,24550000,9.74,,,0.0,18000000.0,22.47,-15000000.0,,,22.2,7.61,33000000.0,1.22,25.9,1.7,140000.0,54.64,2.39,0.74,,21.7,,60.36,1.67,1.06,10.0,25.7,1.56,4.45,1.73,,,22.31,25.3,60.4,0.89,,5.6,7.1,59.9,12.82,0.17,180,6.3,15.4,48.2,43.7,12.72,9.42,True,0.0,30.3,48.8,0.34,1.66,True,0.0,,31380,,8.51,7.89,37.27,2023-02-17,0.8,4.62,2023-01-26,AMC
BHC,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,3490000000,13.62,9.51,0.0602,10993654,"['Most Active', 'Top Gainers']",2,-,0.7,2.3,362500000,32.82,2.69,3.54,0.0,344640000.0,22.39,254000000.0,5.24,0.91,66.8,36.44,8130000000.000001,0.43,67.4,18.95,24000000.0,65.39,-1.45,,18.57,0.9,12.0,62.65,1.32,7.18,2.6,66.0,4.0,25.34,51.43,,,17.6,2.1,62.47,1.04,,0.8,2.7,71.2,137.75,0.48,19600,1.0,3.1,21.4,72.58,7.72,5.46,True,,112.6,3.1,1.92,8.97,True,,,5720000,2.8,19.31,27.07,23.53,2023-02-17,6.96,4.2,2023-02-23,BMO
IMRX,Immuneering Corporation,Healthcare,Biotechnology,USA,122140000,,4.59,0.06,13237,Top Gainers,1,-,-1.83,30.56,26390000,21.43,,-2.52,0.0,18340000.0,12.5,-48100000.0,,-0.58,45.9,33.28,500000.0,244.28,252.6,3.03,830000.0,34.43,4.62,0.99,26.6,32.3,16.0,51.01,4.4,1.04,,34.6,3.7,16.17,5.36,,,,21.5,71.61,,,16.5,,28.0,24.05,0.33,74,16.5,92.0,,57.21,6.75,7.21,False,0.0,4.3,,0.32,4.33,True,0.0,,41170,1.9,10.58,4.59,34.28,2023-02-17,4.54,20.23,,
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,USA,13930000000,,483.23,0.0599,380907,Top Gainers,1,S&P 500,-201.8,3.3,29730000,2.56,31.95,15.12,0.04,21320000.0,7.25,-6034700000.0,,3.45,80.5,18.42,2800000000.0,4.97,11.4,1.33,250000.0,6.99,284.32,1.7,4.99,42.4,592.2,21.13,64.2,7.53,17.8,58.6,344.63,651.83,14.92,,91.93,176.0,5.1,25.87,0.93,,4.3,7.2,56.2,40.22,14.43,7900,5.5,8.9,16.5,61.36,3.13,2.88,True,0.14,104.3,,2.46,455.91,True,0.14,,154870,1.7,3.33,9.32,4.22,2023-02-17,1.17,1.61,2023-02-16,AMC
TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,USA,496770000,,5.68,0.059699999999999996,251735,Top Gainers,1,-,-1.15,15.21,87890000,7.94,,-1.54,3.25,74770000.0,22.72,-101200000.0,,-0.35,77.6,26.52,24200000.0,20.53,34.0,3.23,1480000.0,13.6,3.11,1.83,22.2,21.5,14.8,36.68,4.5,1.26,,32.7,3.18,9.84,21.66,,,,17.0,42.28,,,7.8,,,78.62,0.47,109,7.8,1.5,,34.8,7.34,7.68,False,0.0,18.4,,1.14,5.36,True,0.0,,221290,1.5,12.3,20.75,1.75,2023-02-17,1.98,6.7,,
GNLX,Genelux Corporation,Healthcare,Biotechnology,USA,149400000,,6.57,0.059699999999999996,25663,Top Gainers,1,-,-0.23,18.41,23650000,9.87,,,0.0,19990000.0,,-5500000.0,,,,,11000000.0,13.58,20.0,,10000.0,,-3.72,,,64.8,,,0.06,106.72,,15.5,5.35,7.94,6.83,,,,,17.25,,,0.1,,,22.8,0.48,15,0.1,,27.3,,6.8,,False,,266.7,49.6,0.19,6.20,False,,,137340,,11.21,11.21,11.21,2023-02-17,0.04,0.06,,
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,USA,2540000000,24.58,49.99,0.0596,329816,Top Gainers,1,-,2.03,1.4,51460000,3.61,21.12,2.37,6.57,48260000.0,7.74,107300000.0,1.64,-0.21,95.5,4.54,1360000000.0,1.87,6.7,1.35,330000.0,4.12,15.04,3.32,17.76,5.8,54.0,25.89,0.04,1269.25,15.0,14.3,35.46,51.67,6.7,,24.96,11.7,6.6,3.25,0.77,,1.3,6.7,17.3,40.98,1.29,6000,1.3,28.5,12.5,61.05,3.79,2.4,True,0.35,29.0,7.9,1.74,47.18,True,0.35,,189960,1.3,4.58,4.76,11.87,2023-02-17,0.68,1.72,2023-02-16,BMO
FWBI,"First Wave BioPharma, Inc.",Healthcare,Biotechnology,USA,4120000,,3.92,0.059500000000000004,126118,"['Most Volatile', 'Top Gainers']",2,-,-248.68,12.66,1000000,0.77,,-5.42,0.0,870000.0,14.6,-22300000.0,,-2.9,2.0,35.99,,,99.3,,140000.0,87.82,-9.97,,58.8,283.8,72.0,98.84,1.62,2.42,,247.0,3.01,342.30,36.04,,,,,98.85,1.58,,0.4,,,30.14,0.70,17,0.4,,,41.24,10.25,14.09,False,,102.7,,0.24,3.70,True,,,526650,2.0,16.25,19.77,85.09,2023-02-17,15.82,0.26,,
BDSX,"Biodesix, Inc.",Healthcare,Diagnostics & Research,USA,156760000,,2.25,0.0588,40355,Top Gainers,1,-,-1.73,4.7,40450000,25.0,,-0.83,,20860000.0,0.9,-58400000.0,,-0.28,6.6,95.65,35800000.0,4.38,33.6,28.9,220000.0,7.14,-0.07,,42.4,84.6,5.0,34.4,0.22,10.31,,723.6,0.95,3.57,2.17,,,,130.1,36.94,,,0.6,,62.8,135.6,0.20,218,0.6,70.8,,56.98,11.13,9.98,True,,17.5,,0.20,2.12,True,,,202850,1.7,4.76,11.41,30.28,2023-02-17,1.04,1.06,2022-11-03,BMO
RSI,"Rush Street Interactive, Inc.",Consumer Cyclical,Gambling,USA,981310000,,4.33,0.0587,662446,Top Gainers,1,-,-0.65,8.5,64060000,9.62,,-0.21,1.5,58070000.0,7.18,-40000000.0,,-0.1,72.5,10.46,557200000.0,1.76,2.0,2.35,2760000.0,26.61,0.98,4.42,59.6,10.8,8.3,59.98,0.86,5.02,,54.7,2.89,10.75,20.61,,,,115.9,59.72,,,2.4,,29.2,49.83,0.23,468,2.4,20.4,24.0,56.53,5.34,5.58,True,0.0,15.3,7.2,0.98,4.09,True,0.0,,675180,2.0,2.5,12.04,6.81,2023-02-17,4.75,4.09,2023-03-01,AMC
HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,USA,1040000000,51.73,14.33,0.0583,1878374,"['Multiple Bottom', 'Top Gainers', 'Triangle Descending', 'Unusual Volume', 'Upgrades']",5,-,0.28,0.74,74340000,14.55,21.91,0.65,0.0,73550000.0,10.23,20600000.0,5.75,0.11,,3.32,1690000000.0,0.62,53.6,6.4,3900000.0,3.57,5.68,2.52,90.12,2.8,13.58,14.09,1.56,9.16,9.0,4.7,11.55,20.54,19.42,0.86,,10.3,8.4,30.23,0.37,6.0,2.7,1.0,10.7,24.07,0.57,39200,2.8,0.3,2.1,63.14,6.0,3.96,True,0.06,96.6,1.2,3.40,13.54,True,0.0,306.2,553100,3.1,8.58,10.56,0.88,2023-02-17,5.31,7.06,2023-02-15,BMO
AVTX,"Avalo Therapeutics, Inc.",Healthcare,Biotechnology,USA,41800000,,3.11,0.057800000000000004,15522,"['Most Volatile', 'Top Gainers']",2,-,-5.4,0.1,9410000,0.96,,-2.8,18.34,7570000.0,36.79,-51000000.0,,-0.73,59.0,45.53,17400000.0,2.4,12.5,2.81,30000.0,36.79,-0.22,,26.8,96.8,10.83,71.25,1.26,2.47,,952.0,2.42,11.28,38.29,,,14.7,146.6,72.43,1.6,,1.1,36.2,81.4,28.36,0.29,42,1.1,964.3,,26.37,7.36,9.18,True,,116.3,,1.02,2.94,True,,,15140,2.0,14.35,31.82,34.85,2023-02-17,0.37,1.86,,
AORT,"Artivion, Inc.",Healthcare,Medical Devices,USA,561750000,,13.96,0.0576,269982,Top Gainers,1,-,-1.04,3.4,40120000,4.26,,-0.31,6.73,37230000.0,11.5,-41200000.0,,-0.12,89.7,8.72,313800000.0,1.79,13.6,4.46,3300000.0,37.82,6.36,2.19,53.0,5.3,23.12,21.4,0.93,14.94,2.0,14.5,9.64,23.43,15.18,,,26.0,1.3,40.42,1.4,,3.6,10.6,64.7,44.81,0.64,1300,5.2,6.4,2.5,61.3,5.17,4.29,True,1.22,243.7,13.1,1.75,13.20,True,1.22,,154310,1.7,5.83,9.0,12.77,2023-02-17,8.85,21.36,2023-02-16,AMC
NUVL,"Nuvalent, Inc.",Healthcare,Biotechnology,USA,1780000000,,32.53,0.0575,155482,"['Most Volatile', 'Top Gainers']",2,-,-1.51,5.1,48410000,13.46,,-2.08,24.15,46430000.0,0.61,-73000000.0,,-0.43,89.2,0.4,,,584.2,1.22,3150000.0,98.23,4.89,6.65,33.3,27.0,42.5,66.22,4.4,7.4,,28.0,7.09,40.43,9.23,,,,,19.54,,,18.9,,,358.82,2.00,57,18.9,,,58.81,8.04,6.46,True,0.0,5.1,,0.73,30.76,True,0.0,,213700,1.8,7.25,8.05,55.03,2023-02-17,6.79,14.76,,
RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,USA,2290000000,,18.45,0.057300000000000004,840287,Top Gainers,1,-,-2.69,1.2,120890000,5.67,,-3.06,20.93,115440000.0,8.66,-290500000.0,,-0.7,,1.37,1700000.0,1346.31,49.4,1.47,17380000.0,6.06,9.01,2.05,11.7,28.9,35.0,11.89,8.49,2.17,,33.0,12.65,35.36,23.49,,,,40.6,47.82,,,15.2,,,45.85,1.11,320,15.2,57.1,,43.97,5.97,5.38,True,0.0,15.6,,0.62,17.45,True,0.0,,1360000,2.0,9.85,1.22,6.4,2023-02-17,15.06,12.82,2022-11-03,AMC
BITF,Bitfarms Ltd.,Financial,Capital Markets,Canada,347310000,,1.11,0.0571,5303939,Top Gainers,1,-,-1.39,8.71,210380000,23.31,,,0.0,180190000.0,1.83,-285900000.0,,-0.08,17.0,58.57,235400000.0,1.48,168.1,,9290000.0,35.47,1.68,0.66,,41.8,,73.19,0.15,7.21,,57.4,0.38,4.38,152.27,,,,8.3,74.66,3.07,,1.2,,35.2,195.21,0.12,106,1.3,25.9,,58.19,12.68,11.74,True,0.37,400.3,,1.25,1.05,True,0.11,,4240000,,4.72,42.88,6.88,2023-02-17,5.16,2.19,2022-11-14,BMO
CCO,"Clear Channel Outdoor Holdings, Inc.",Communication Services,Advertising Agencies,USA,900400000,,1.85,0.0571,1781803,"['Channel', 'Top Gainers']",2,-,-0.28,0.9,475610000,3.35,,-0.19,409.99,468660000.0,39.1,-131300000.00000001,,0.04,,52.89,2510000000.0,0.36,26.2,2.89,38180000.0,1.6,-7.12,,50.0,2.6,1.92,49.45,0.67,2.75,7.0,4.0,0.91,4.10,76.19,,,35.0,3.5,54.88,2.54,,0.9,3.5,47.1,103.99,0.12,4600,0.9,1.1,10.9,60.9,6.14,8.06,True,,3.9,5.2,0.74,1.75,True,,,2410000,2.7,2.18,32.56,26.53,2023-02-17,8.15,15.83,2023-02-28,BMO
BCDA,"BioCardia, Inc.",Healthcare,Biotechnology,USA,42270000,,2.38,0.057,20072,Top Gainers,1,-,-0.71,2.3,17840000,6.73,,-0.61,149.09,12430000.0,0.85,-12300000.0,,-0.18,14.4,29.35,1300000.0,32.51,49.7,16.38,40000.0,36.0,0.23,10.35,14.1,100.7,7.5,8.68,0.38,6.31,,172.7,1.1,2.85,13.88,,,41.7,121.4,16.49,1.05,,1.9,12.0,,116.34,0.12,28,1.9,75.0,,57.42,5.13,4.94,True,0.0,8.0,,0.40,2.25,True,0.0,,50570,2.3,1.84,12.21,30.17,2023-02-17,0.34,0.83,2022-11-09,AMC
IPA,ImmunoPrecise Antibodies Ltd.,Healthcare,Biotechnology,Canada,101990000,,4.1,0.0567,61105,Top Gainers,1,-,-1.09,1.19,24880000,2.61,,-0.61,0.0,24670000.0,16.33,-25200000.0,,-0.23,5.79,17.84,19900000.0,5.12,90.5,,80000.0,35.15,2.48,1.65,45.8,32.2,10.5,21.15,0.61,6.75,,40.2,3.51,6.50,21.31,,,9.0,22.5,36.92,,,2.9,49.1,55.9,16.81,0.27,85,3.1,10.6,,39.97,9.17,5.33,True,0.11,14.1,,2.11,3.88,True,0.09,,28970,2.0,6.45,15.71,15.06,2023-02-17,0.33,2.81,2022-12-15,BMO
LYEL,"Lyell Immunopharma, Inc.",Healthcare,Biotechnology,USA,666650000,,2.61,0.0567,618105,Top Gainers,1,-,-1.04,3.1,248320000,8.74,,-1.27,0.14,210080000.0,10.92,-258399999.99999997,,-0.3,66.0,41.35,39100000.0,17.05,22.4,4.22,17440000.0,64.54,3.3,0.79,25.7,24.6,9.0,61.04,2.54,1.03,7.9,29.5,2.31,8.74,24.78,,,,27.0,70.14,,,12.9,,,12.99,0.22,219,12.9,99.9,,34.0,9.16,6.93,True,0.0,38.8,,0.57,2.47,True,0.0,,1080000,2.2,14.5,18.28,50.31,2023-02-17,8.3,16.21,2022-11-08,AMC
TELL,Tellurian Inc.,Energy,Oil & Gas E&P,USA,872960000,,1.51,0.0559,19285429,"['Most Active', 'Most Volatile', 'New Low', 'Top Gainers']",4,-,-0.25,13.56,538550000,16.57,37.75,0.04,10.13,485580000.0,20.11,-122100000.0,,0.02,40.6,44.49,311000000.0,2.81,64.2,12.83,83890000.0,67.74,1.19,1.27,128.6,11.8,4.63,42.15,1.05,1.44,,21.8,1.42,6.53,10.12,,,9.6,21.3,76.89,2.27,,2.1,,49.9,6.34,0.15,107,2.1,419.9,25.3,35.56,8.47,7.95,True,0.93,29.1,39.3,1.70,1.43,True,0.67,,11360000,2.6,18.53,21.75,51.1,2023-02-17,17.28,7.38,,
LANV,Lanvin Group Holdings Limited,Consumer Cyclical,Luxury Goods,China,978100000,22.54,7.55,0.0559,1328459,"['Earnings Before', 'Most Volatile', 'Top Gainers', 'Unusual Volume']",4,-,0.34,12.97,130970000,16.69,,-1.44,0.0,113860000.0,45.19,18000000.0,,,66.1,24.8,393640000.0,2.48,,0.34,30000.0,23.74,7.29,1.04,7.7,4.3,6.5,22.25,0.0,9781.03,,4.7,4.19,22.81,17.21,,,,,66.9,,,0.0,,,80.19,1.08,0,0.0,72.6,,57.25,13.1,16.16,False,0.0,17.1,,6.72,7.15,True,0.0,,197670,3.0,13.17,6.63,17.93,2023-02-17,0.03,0.16,2023-02-17,BMO
FARM,Farmer Bros. Co.,Consumer Defensive,Packaged Foods,USA,89180000,,4.55,0.0557,28024,Top Gainers,1,-,-1.56,4.2,18720000,1.79,,-0.47,4.67,13650000.0,5.21,-29100000.0,,-0.4,58.5,15.74,496500000.0,0.18,62.7,1.5,300000.0,14.79,4.43,1.03,75.0,8.4,10.0,23.53,0.9,5.07,30.0,30.2,4.24,7.83,1.3,,,21.7,6.8,41.89,1.52,,0.8,2.8,25.7,7.31,0.28,1068,1.7,12.1,3.9,43.4,7.12,5.19,True,1.36,136.3,5.9,0.77,4.31,True,1.32,,36580,2.0,5.83,5.92,10.73,2023-02-17,2.23,8.31,2023-02-08,AMC
MORF,"Morphic Holding, Inc.",Healthcare,Biotechnology,USA,1640000000,,41.92,0.0557,342592,Top Gainers,1,-,-1.53,17.2,38490000,18.59,,-3.54,0.29,31570000.0,40.86,-56100000.0,,-0.87,87.0,45.66,74200000.0,22.11,81.5,1.85,3250000.0,38.44,9.48,4.42,97.8,13.8,63.38,0.43,9.5,4.41,,16.0,19.23,45.35,56.71,,,,28.5,7.56,1.26,,20.6,,,117.99,2.17,101,20.6,32.3,78.5,75.5,7.56,6.1,True,0.0,13.8,75.5,1.39,39.71,True,0.0,,247000,1.4,21.0,39.11,52.26,2023-02-17,10.28,13.14,,
BTCS,BTCS Inc.,Financial,Capital Markets,USA,21780000,,1.74,0.0545,58496,Top Gainers,1,-,-1.22,0.2,12950000,12.26,,-0.14,0.0,7970000.0,18.37,-15100000.0,,-0.04,4.8,52.63,1900000.0,11.47,260.3,1.96,80000.0,7.94,0.8,2.18,88.1,105.1,3.0,64.63,0.23,7.51,,119.8,0.57,4.90,176.19,,,,173.3,64.49,1.87,,5.6,27.8,76.5,202.98,0.22,4,5.6,0.0,,54.7,11.56,12.93,False,0.0,86.6,,0.50,1.65,True,0.0,,117110,2.0,1.83,36.77,10.96,2023-02-17,1.01,0.69,,
PMTS,CPI Card Group Inc.,Financial,Credit Services,USA,400570000,17.47,36.75,0.0545,33844,"['Channel', 'Double Top', 'Top Gainers']",3,-,2.1,1.5,11270000,9.77,13.56,2.71,11.86,4179999.9999999995,12.45,24700000.0,1.34,0.37,69.7,51.76,442500000.0,0.91,6.0,1.92,110000.0,89.92,-8.37,,11.98,8.6,42.0,177.15,1.97,18.63,13.0,22.7,10.18,42.50,1.86,,,23.1,24.8,13.53,1.21,,1.6,4.0,36.0,261.0,2.84,1150,2.8,25.1,14.8,55.25,7.96,8.31,False,,79.9,5.6,0.67,34.85,True,,,50520,2.0,4.13,8.08,63.77,2023-02-17,2.61,2.16,2022-11-03,BMO
NRSN,NeuroSense Therapeutics Ltd.,Healthcare,Biotechnology,Israel,23480000,,1.95,0.054299999999999994,65453,Top Gainers,1,-,-0.61,41.34,11590000,16.77,,,0.0,6850000.0,12.16,,,,0.6,8.29,,,48.2,66.59,220000.0,1.02,0.68,2.87,,,7.0,10.8,0.7,2.8,,,1.08,8.18,59.84,,,,,76.16,,,11.0,,,81.4,0.18,11,11.0,,,64.92,8.04,11.4,False,0.03,3.9,,0.05,1.85,True,0.03,,1440000,2.0,17.14,29.5,12.58,2023-02-17,3.18,0.15,,
AMLX,"Amylyx Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2430000000,,37.13,0.0542,623304,Top Gainers,1,-,-3.27,24.57,58530000,8.89,,-1.99,8.02,49980000.0,7.53,-184000000.0,,-0.83,65.7,6.36,300000.0,8086.91,108.0,34.16,5740000.0,43.64,2.46,15.09,43.1,93.6,48.8,81.12,2.49,14.92,,172.5,6.51,41.93,0.49,,,,54.7,11.45,,,5.3,,50.1,470.35,2.17,205,5.3,0.0,,53.18,7.22,6.35,True,0.0,13.0,,0.77,35.22,True,0.0,,806270,1.7,0.08,1.82,34.89,2023-02-17,11.48,7.12,2022-11-10,AMC
